workload,time,page_id
sequential,213,13
sequential,214,14
sequential,215,15
sequential,216,16
sequential,217,17
sequential,218,18
sequential,219,19
sequential,220,20
sequential,221,21
sequential,222,22
sequential,223,23
sequential,224,24
sequential,225,25
sequential,226,26
sequential,227,27
sequential,228,28
sequential,229,29
sequential,230,30
sequential,231,31
sequential,232,32
sequential,233,33
sequential,234,34
sequential,235,35
sequential,236,36
sequential,237,37
sequential,238,38
sequential,239,39
sequential,240,40
sequential,241,41
sequential,242,42
sequential,243,43
sequential,244,44
sequential,245,45
sequential,246,46
sequential,247,47
sequential,248,48
sequential,249,49
sequential,250,0
sequential,251,1
sequential,252,2
sequential,253,3
sequential,254,4
sequential,255,5
sequential,256,6
sequential,257,7
sequential,258,8
sequential,259,9
sequential,260,10
sequential,261,11
sequential,262,12
sequential,263,13
sequential,264,14
sequential,265,15
sequential,266,16
sequential,267,17
sequential,268,18
sequential,269,19
sequential,270,20
sequential,271,21
sequential,272,22
sequential,273,23
sequential,274,24
sequential,275,25
sequential,276,26
sequential,277,27
sequential,278,28
sequential,279,29
sequential,280,30
sequential,281,31
sequential,282,32
sequential,283,33
sequential,284,34
sequential,285,35
sequential,286,36
sequential,287,37
sequential,288,38
sequential,289,39
sequential,290,40
sequential,291,41
sequential,292,42
sequential,293,43
sequential,294,44
sequential,295,45
sequential,296,46
sequential,297,47
sequential,298,48
sequential,299,49
sequential,300,0
sequential,301,1
sequential,302,2
sequential,303,3
sequential,304,4
sequential,305,5
sequential,306,6
sequential,307,7
sequential,308,8
sequential,309,9
sequential,310,10
sequential,311,11
sequential,312,12
sequential,313,13
sequential,314,14
sequential,315,15
sequential,316,16
sequential,317,17
sequential,318,18
sequential,319,19
sequential,320,20
sequential,321,21
sequential,322,22
sequential,323,23
sequential,324,24
sequential,325,25
sequential,326,26
sequential,327,27
sequential,328,28
sequential,329,29
sequential,330,30
sequential,331,31
sequential,332,32
sequential,333,33
sequential,334,34
sequential,335,35
sequential,336,36
sequential,337,37
sequential,338,38
sequential,339,39
sequential,340,40
sequential,341,41
sequential,342,42
sequential,343,43
sequential,344,44
sequential,345,45
sequential,346,46
sequential,347,47
sequential,348,48
sequential,349,49
sequential,350,0
sequential,351,1
sequential,352,2
sequential,353,3
sequential,354,4
sequential,355,5
sequential,356,6
sequential,357,7
sequential,358,8
sequential,359,9
sequential,360,10
sequential,361,11
sequential,362,12
sequential,363,13
sequential,364,14
sequential,365,15
sequential,366,16
sequential,367,17
sequential,368,18
sequential,369,19
sequential,370,20
sequential,371,21
sequential,372,22
sequential,373,23
sequential,374,24
sequential,375,25
sequential,376,26
sequential,377,27
sequential,378,28
sequential,379,29
sequential,380,30
sequential,381,31
sequential,382,32
sequential,383,33
sequential,384,34
sequential,385,35
sequential,386,36
sequential,387,37
sequential,388,38
sequential,389,39
sequential,390,40
sequential,391,41
sequential,392,42
sequential,393,43
sequential,394,44
sequential,395,45
sequential,396,46
sequential,397,47
sequential,398,48
sequential,399,49
sequential,400,0
sequential,401,1
sequential,402,2
sequential,403,3
sequential,404,4
sequential,405,5
sequential,406,6
sequential,407,7
sequential,408,8
sequential,409,9
sequential,410,10
sequential,411,11
sequential,412,12
sequential,413,13
sequential,414,14
sequential,415,15
sequential,416,16
sequential,417,17
sequential,418,18
sequential,419,19
sequential,420,20
sequential,421,21
sequential,422,22
sequential,423,23
sequential,424,24
sequential,425,25
sequential,426,26
sequential,427,27
sequential,428,28
sequential,429,29
sequential,430,30
sequential,431,31
sequential,432,32
sequential,433,33
sequential,434,34
sequential,435,35
sequential,436,36
sequential,437,37
sequential,438,38
sequential,439,39
sequential,440,40
sequential,441,41
sequential,442,42
sequential,443,43
sequential,444,44
sequential,445,45
sequential,446,46
sequential,447,47
sequential,448,48
sequential,449,49
sequential,450,0
sequential,451,1
sequential,452,2
sequential,453,3
sequential,454,4
sequential,455,5
sequential,456,6
sequential,457,7
sequential,458,8
sequential,459,9
sequential,460,10
sequential,461,11
sequential,462,12
sequential,463,13
sequential,464,14
sequential,465,15
sequential,466,16
sequential,467,17
sequential,468,18
sequential,469,19
sequential,470,20
sequential,471,21
sequential,472,22
sequential,473,23
sequential,474,24
sequential,475,25
sequential,476,26
sequential,477,27
sequential,478,28
sequential,479,29
sequential,480,30
sequential,481,31
sequential,482,32
sequential,483,33
sequential,484,34
sequential,485,35
sequential,486,36
sequential,487,37
sequential,488,38
sequential,489,39
sequential,490,40
sequential,491,41
sequential,492,42
sequential,493,43
sequential,494,44
sequential,495,45
sequential,496,46
sequential,497,47
sequential,498,48
sequential,499,49
sequential,500,0
sequential,501,1
sequential,502,2
sequential,503,3
sequential,504,4
sequential,505,5
sequential,506,6
sequential,507,7
sequential,508,8
sequential,509,9
sequential,510,10
sequential,511,11
sequential,512,12
sequential,513,13
sequential,514,14
sequential,515,15
sequential,516,16
sequential,517,17
sequential,518,18
sequential,519,19
sequential,520,20
sequential,521,21
sequential,522,22
sequential,523,23
sequential,524,24
sequential,525,25
sequential,526,26
sequential,527,27
sequential,528,28
sequential,529,29
sequential,530,30
sequential,531,31
sequential,532,32
sequential,533,33
sequential,534,34
sequential,535,35
sequential,536,36
sequential,537,37
sequential,538,38
sequential,539,39
sequential,540,40
sequential,541,41
sequential,542,42
sequential,543,43
sequential,544,44
sequential,545,45
sequential,546,46
sequential,547,47
sequential,548,48
sequential,549,49
sequential,550,0
sequential,551,1
sequential,552,2
sequential,553,3
sequential,554,4
sequential,555,5
sequential,556,6
sequential,557,7
sequential,558,8
sequential,559,9
sequential,560,10
sequential,561,11
sequential,562,12
sequential,563,13
sequential,564,14
sequential,565,15
sequential,566,16
sequential,567,17
sequential,568,18
sequential,569,19
sequential,570,20
sequential,571,21
sequential,572,22
sequential,573,23
sequential,574,24
sequential,575,25
sequential,576,26
sequential,577,27
sequential,578,28
sequential,579,29
sequential,580,30
sequential,581,31
sequential,582,32
sequential,583,33
sequential,584,34
sequential,585,35
sequential,586,36
sequential,587,37
sequential,588,38
sequential,589,39
sequential,590,40
sequential,591,41
sequential,592,42
sequential,593,43
sequential,594,44
sequential,595,45
sequential,596,46
sequential,597,47
sequential,598,48
sequential,599,49
sequential,600,0
sequential,601,1
sequential,602,2
sequential,603,3
sequential,604,4
sequential,605,5
sequential,606,6
sequential,607,7
sequential,608,8
sequential,609,9
sequential,610,10
sequential,611,11
sequential,612,12
sequential,613,13
sequential,614,14
sequential,615,15
sequential,616,16
sequential,617,17
sequential,618,18
sequential,619,19
sequential,620,20
sequential,621,21
sequential,622,22
sequential,623,23
sequential,624,24
sequential,625,25
sequential,626,26
sequential,627,27
sequential,628,28
sequential,629,29
sequential,630,30
sequential,631,31
sequential,632,32
sequential,633,33
sequential,634,34
sequential,635,35
sequential,636,36
sequential,637,37
sequential,638,38
sequential,639,39
sequential,640,40
sequential,641,41
sequential,642,42
sequential,643,43
sequential,644,44
sequential,645,45
sequential,646,46
sequential,647,47
sequential,648,48
sequential,649,49
sequential,650,0
sequential,651,1
sequential,652,2
sequential,653,3
sequential,654,4
sequential,655,5
sequential,656,6
sequential,657,7
sequential,658,8
sequential,659,9
sequential,660,10
sequential,661,11
sequential,662,12
sequential,663,13
sequential,664,14
sequential,665,15
sequential,666,16
sequential,667,17
sequential,668,18
sequential,669,19
sequential,670,20
sequential,671,21
sequential,672,22
sequential,673,23
sequential,674,24
sequential,675,25
sequential,676,26
sequential,677,27
sequential,678,28
sequential,679,29
sequential,680,30
sequential,681,31
sequential,682,32
sequential,683,33
sequential,684,34
sequential,685,35
sequential,686,36
sequential,687,37
sequential,688,38
sequential,689,39
sequential,690,40
sequential,691,41
sequential,692,42
sequential,693,43
sequential,694,44
sequential,695,45
sequential,696,46
sequential,697,47
sequential,698,48
sequential,699,49
sequential,700,0
sequential,701,1
sequential,702,2
sequential,703,3
sequential,704,4
sequential,705,5
sequential,706,6
sequential,707,7
sequential,708,8
sequential,709,9
sequential,710,10
sequential,711,11
sequential,712,12
sequential,713,13
sequential,714,14
sequential,715,15
sequential,716,16
sequential,717,17
sequential,718,18
sequential,719,19
sequential,720,20
sequential,721,21
sequential,722,22
sequential,723,23
sequential,724,24
sequential,725,25
sequential,726,26
sequential,727,27
sequential,728,28
sequential,729,29
sequential,730,30
sequential,731,31
sequential,732,32
sequential,733,33
sequential,734,34
sequential,735,35
sequential,736,36
sequential,737,37
sequential,738,38
sequential,739,39
sequential,740,40
sequential,741,41
sequential,742,42
sequential,743,43
sequential,744,44
sequential,745,45
sequential,746,46
sequential,747,47
sequential,748,48
sequential,749,49
sequential,750,0
sequential,751,1
sequential,752,2
sequential,753,3
sequential,754,4
sequential,755,5
sequential,756,6
sequential,757,7
sequential,758,8
sequential,759,9
sequential,760,10
sequential,761,11
sequential,762,12
sequential,763,13
sequential,764,14
sequential,765,15
sequential,766,16
sequential,767,17
sequential,768,18
sequential,769,19
sequential,770,20
sequential,771,21
sequential,772,22
sequential,773,23
sequential,774,24
sequential,775,25
sequential,776,26
sequential,777,27
sequential,778,28
sequential,779,29
sequential,780,30
sequential,781,31
sequential,782,32
sequential,783,33
sequential,784,34
sequential,785,35
sequential,786,36
sequential,787,37
sequential,788,38
sequential,789,39
sequential,790,40
sequential,791,41
sequential,792,42
sequential,793,43
sequential,794,44
sequential,795,45
sequential,796,46
sequential,797,47
sequential,798,48
sequential,799,49
sequential,800,0
sequential,801,1
sequential,802,2
sequential,803,3
sequential,804,4
sequential,805,5
sequential,806,6
sequential,807,7
sequential,808,8
sequential,809,9
sequential,810,10
sequential,811,11
sequential,812,12
sequential,813,13
sequential,814,14
sequential,815,15
sequential,816,16
sequential,817,17
sequential,818,18
sequential,819,19
sequential,820,20
sequential,821,21
sequential,822,22
sequential,823,23
sequential,824,24
sequential,825,25
sequential,826,26
sequential,827,27
sequential,828,28
sequential,829,29
sequential,830,30
sequential,831,31
sequential,832,32
sequential,833,33
sequential,834,34
sequential,835,35
sequential,836,36
sequential,837,37
sequential,838,38
sequential,839,39
sequential,840,40
sequential,841,41
sequential,842,42
sequential,843,43
sequential,844,44
sequential,845,45
sequential,846,46
sequential,847,47
sequential,848,48
sequential,849,49
sequential,850,0
sequential,851,1
sequential,852,2
sequential,853,3
sequential,854,4
sequential,855,5
sequential,856,6
sequential,857,7
sequential,858,8
sequential,859,9
sequential,860,10
sequential,861,11
sequential,862,12
sequential,863,13
sequential,864,14
sequential,865,15
sequential,866,16
sequential,867,17
sequential,868,18
sequential,869,19
sequential,870,20
sequential,871,21
sequential,872,22
sequential,873,23
sequential,874,24
sequential,875,25
sequential,876,26
sequential,877,27
sequential,878,28
sequential,879,29
sequential,880,30
sequential,881,31
sequential,882,32
sequential,883,33
sequential,884,34
sequential,885,35
sequential,886,36
sequential,887,37
sequential,888,38
sequential,889,39
sequential,890,40
sequential,891,41
sequential,892,42
sequential,893,43
sequential,894,44
sequential,895,45
sequential,896,46
sequential,897,47
sequential,898,48
sequential,899,49
sequential,900,0
sequential,901,1
sequential,902,2
sequential,903,3
sequential,904,4
sequential,905,5
sequential,906,6
sequential,907,7
sequential,908,8
sequential,909,9
sequential,910,10
sequential,911,11
sequential,912,12
sequential,913,13
sequential,914,14
sequential,915,15
sequential,916,16
sequential,917,17
sequential,918,18
sequential,919,19
sequential,920,20
sequential,921,21
sequential,922,22
sequential,923,23
sequential,924,24
sequential,925,25
sequential,926,26
sequential,927,27
sequential,928,28
sequential,929,29
sequential,930,30
sequential,931,31
sequential,932,32
sequential,933,33
sequential,934,34
sequential,935,35
sequential,936,36
sequential,937,37
sequential,938,38
sequential,939,39
sequential,940,40
sequential,941,41
sequential,942,42
sequential,943,43
sequential,944,44
sequential,945,45
sequential,946,46
sequential,947,47
sequential,948,48
sequential,949,49
sequential,950,0
sequential,951,1
sequential,952,2
sequential,953,3
sequential,954,4
sequential,955,5
sequential,956,6
sequential,957,7
sequential,958,8
sequential,959,9
sequential,960,10
sequential,961,11
sequential,962,12
sequential,963,13
sequential,964,14
sequential,965,15
sequential,966,16
sequential,967,17
sequential,968,18
sequential,969,19
sequential,970,20
sequential,971,21
sequential,972,22
sequential,973,23
sequential,974,24
sequential,975,25
sequential,976,26
sequential,977,27
sequential,978,28
sequential,979,29
sequential,980,30
sequential,981,31
sequential,982,32
sequential,983,33
sequential,984,34
sequential,985,35
sequential,986,36
sequential,987,37
sequential,988,38
sequential,989,39
sequential,990,40
sequential,991,41
sequential,992,42
sequential,993,43
sequential,994,44
sequential,995,45
sequential,996,46
sequential,997,47
sequential,998,48
sequential,999,49
zipf,0,11
zipf,1,2
zipf,2,19
zipf,3,7
zipf,4,0
zipf,5,41
zipf,6,10
zipf,7,12
zipf,8,0
zipf,9,2
zipf,10,1
zipf,11,29
zipf,12,5
zipf,13,15
zipf,14,2
zipf,15,0
zipf,16,3
zipf,17,0
zipf,18,16
zipf,19,5
zipf,20,10
zipf,21,1
zipf,22,40
zipf,23,24
zipf,24,12
zipf,25,0
zipf,26,2
zipf,27,0
zipf,28,0
zipf,29,7
zipf,30,9
zipf,31,39
zipf,32,1
zipf,33,1
zipf,34,2
zipf,35,0
zipf,36,0
zipf,37,2
zipf,38,0
zipf,39,6
zipf,40,2
zipf,41,16
zipf,42,7
zipf,43,1
zipf,44,16
zipf,45,14
zipf,46,1
zipf,47,0
zipf,48,7
zipf,49,0
zipf,50,0
zipf,51,0
zipf,52,12
zipf,53,6
zipf,54,8
zipf,55,12
zipf,56,2
zipf,57,3
zipf,58,0
zipf,59,0
zipf,60,6
zipf,61,2
zipf,62,3
zipf,63,11
zipf,64,5
zipf,65,3
zipf,66,3
zipf,67,1
zipf,68,0
zipf,69,2
zipf,70,0
zipf,71,1
zipf,72,18
zipf,73,0
zipf,74,0
zipf,75,0
zipf,76,0
zipf,77,6
zipf,78,3
zipf,79,12
zipf,80,6
zipf,81,1
zipf,82,14
zipf,83,0
zipf,84,0
zipf,85,0
zipf,86,8
zipf,87,2
zipf,88,0
zipf,89,2
zipf,90,0
zipf,91,7
zipf,92,2
zipf,93,1
zipf,94,0
zipf,95,5
zipf,96,1
zipf,97,0
zipf,98,0
zipf,99,38
zipf,100,26
zipf,101,7
zipf,102,0
zipf,103,40
zipf,104,12
zipf,105,8
zipf,106,2
zipf,107,0
zipf,108,0
zipf,109,25
zipf,110,2
zipf,111,0
zipf,112,1
zipf,113,4
zipf,114,0
zipf,115,19
zipf,116,10
zipf,117,8
zipf,118,1
zipf,119,5
zipf,120,4
zipf,121,5
zipf,122,0
zipf,123,1
zipf,124,0
zipf,125,2
zipf,126,1
zipf,127,0
zipf,128,0
zipf,129,4
zipf,130,0
zipf,131,29
zipf,132,4
zipf,133,1
zipf,134,4
zipf,135,0
zipf,136,37
zipf,137,2
zipf,138,12
zipf,139,0
zipf,140,2
zipf,141,2
zipf,142,32
zipf,143,3
zipf,144,2
zipf,145,0
zipf,146,1
zipf,147,3
zipf,148,2
zipf,149,0
zipf,150,15
zipf,151,24
zipf,152,0
zipf,153,3
zipf,154,0
zipf,155,6
zipf,156,0
zipf,157,6
zipf,158,9
zipf,159,11
zipf,160,0
zipf,161,27
zipf,162,0
zipf,163,0
zipf,164,3
zipf,165,1
zipf,166,16
zipf,167,14
zipf,168,1
zipf,169,35
zipf,170,0
zipf,171,3
zipf,172,0
zipf,173,31
zipf,174,0
zipf,175,0
zipf,176,2
zipf,177,47
zipf,178,23
zipf,179,10
zipf,180,23
zipf,181,24
zipf,182,3
zipf,183,1
zipf,184,11
zipf,185,6
zipf,186,1
zipf,187,0
zipf,188,10
zipf,189,0
zipf,190,32
zipf,191,0
zipf,192,0
zipf,193,16
zipf,194,0
zipf,195,0
zipf,196,4
zipf,197,21
zipf,198,0
zipf,199,1
zipf,200,11
zipf,201,40
zipf,202,2
zipf,203,0
zipf,204,0
zipf,205,0
zipf,206,0
zipf,207,6
zipf,208,0
zipf,209,2
zipf,210,7
zipf,211,4
zipf,212,0
zipf,213,13
zipf,214,8
zipf,215,9
zipf,216,0
zipf,217,0
zipf,218,30
zipf,219,1
zipf,220,0
zipf,221,2
zipf,222,6
zipf,223,36
zipf,224,0
zipf,225,29
zipf,226,0
zipf,227,3
zipf,228,5
zipf,229,0
zipf,230,0
zipf,231,1
zipf,232,39
zipf,233,4
zipf,234,31
zipf,235,13
zipf,236,2
zipf,237,12
zipf,238,0
zipf,239,0
zipf,240,16
zipf,241,13
zipf,242,0
zipf,243,3
zipf,244,4
zipf,245,20
zipf,246,4
zipf,247,1
zipf,248,1
zipf,249,1
zipf,250,6
zipf,251,20
zipf,252,2
zipf,253,0
zipf,254,0
zipf,255,10
zipf,256,15
zipf,257,0
zipf,258,0
zipf,259,4
zipf,260,0
zipf,261,15
zipf,262,1
zipf,263,0
zipf,264,28
zipf,265,0
zipf,266,0
zipf,267,0
zipf,268,0
zipf,269,0
zipf,270,0
zipf,271,0
zipf,272,0
zipf,273,4
zipf,274,7
zipf,275,1
zipf,276,1
zipf,277,2
zipf,278,21
zipf,279,18
zipf,280,0
zipf,281,0
zipf,282,0
zipf,283,0
zipf,284,3
zipf,285,1
zipf,286,0
zipf,287,1
zipf,288,3
zipf,289,0
zipf,290,16
zipf,291,0
zipf,292,29
zipf,293,0
zipf,294,17
zipf,295,25
zipf,296,43
zipf,297,13
zipf,298,12
zipf,299,5
zipf,300,12
zipf,301,0
zipf,302,3
zipf,303,2
zipf,304,19
zipf,305,2
zipf,306,1
zipf,307,5
zipf,308,0
zipf,309,0
zipf,310,2
zipf,311,1
zipf,312,0
zipf,313,1
zipf,314,1
zipf,315,1
zipf,316,1
zipf,317,7
zipf,318,0
zipf,319,34
zipf,320,27
zipf,321,2
zipf,322,1
zipf,323,3
zipf,324,18
zipf,325,6
zipf,326,13
zipf,327,3
zipf,328,5
zipf,329,0
zipf,330,9
zipf,331,0
zipf,332,7
zipf,333,19
zipf,334,0
zipf,335,4
zipf,336,0
zipf,337,8
zipf,338,0
zipf,339,31
zipf,340,0
zipf,341,37
zipf,342,13
zipf,343,4
zipf,344,12
zipf,345,13
zipf,346,34
zipf,347,0
zipf,348,4
zipf,349,0
zipf,350,5
zipf,351,0
zipf,352,3
zipf,353,4
zipf,354,2
zipf,355,3
zipf,356,11
zipf,357,13
zipf,358,2
zipf,359,4
zipf,360,30
zipf,361,0
zipf,362,0
zipf,363,0
zipf,364,6
zipf,365,1
zipf,366,11
zipf,367,6
zipf,368,1
zipf,369,24
zipf,370,10
zipf,371,0
zipf,372,1
zipf,373,1
zipf,374,0
zipf,375,0
zipf,376,31
zipf,377,2
zipf,378,1
zipf,379,9
zipf,380,3
zipf,381,31
zipf,382,12
zipf,383,2
zipf,384,1
zipf,385,45
zipf,386,8
zipf,387,35
zipf,388,0
zipf,389,18
zipf,390,5
zipf,391,0
zipf,392,4
zipf,393,7
zipf,394,0
zipf,395,2
zipf,396,15
zipf,397,0
zipf,398,2
zipf,399,2
zipf,400,0
zipf,401,28
zipf,402,12
zipf,403,0
zipf,404,48
zipf,405,22
zipf,406,0
zipf,407,16
zipf,408,0
zipf,409,49
zipf,410,6
zipf,411,5
zipf,412,0
zipf,413,24
zipf,414,0
zipf,415,0
zipf,416,0
zipf,417,11
zipf,418,0
zipf,419,26
zipf,420,6
zipf,421,0
zipf,422,0
zipf,423,0
zipf,424,4
zipf,425,13
zipf,426,0
zipf,427,18
zipf,428,0
zipf,429,13
zipf,430,30
zipf,431,11
zipf,432,7
zipf,433,17
zipf,434,0
zipf,435,0
zipf,436,0
zipf,437,2
zipf,438,9
zipf,439,5
zipf,440,18
zipf,441,0
zipf,442,9
zipf,443,0
zipf,444,0
zipf,445,8
zipf,446,43
zipf,447,4
zipf,448,0
zipf,449,5
zipf,450,0
zipf,451,22
zipf,452,8
zipf,453,0
zipf,454,0
zipf,455,0
zipf,456,43
zipf,457,2
zipf,458,12
zipf,459,5
zipf,460,4
zipf,461,0
zipf,462,34
zipf,463,0
zipf,464,4
zipf,465,7
zipf,466,5
zipf,467,32
zipf,468,0
zipf,469,2
zipf,470,1
zipf,471,2
zipf,472,0
zipf,473,0
zipf,474,0
zipf,475,1
zipf,476,1
zipf,477,4
zipf,478,5
zipf,479,1
zipf,480,1
zipf,481,0
zipf,482,4
zipf,483,1
zipf,484,0
zipf,485,1
zipf,486,2
zipf,487,0
zipf,488,4
zipf,489,3
zipf,490,7
zipf,491,5
zipf,492,6
zipf,493,1
zipf,494,12
zipf,495,3
zipf,496,1
zipf,497,5
zipf,498,1
zipf,499,2
zipf,500,9
zipf,501,23
zipf,502,28
zipf,503,2
zipf,504,3
zipf,505,13
zipf,506,1
zipf,507,17
zipf,508,2
zipf,509,0
zipf,510,0
zipf,511,17
zipf,512,0
zipf,513,0
zipf,514,1
zipf,515,0
zipf,516,1
zipf,517,9
zipf,518,0
zipf,519,16
zipf,520,19
zipf,521,1
zipf,522,0
zipf,523,4
zipf,524,0
zipf,525,1
zipf,526,37
zipf,527,48
zipf,528,11
zipf,529,1
zipf,530,7
zipf,531,8
zipf,532,1
zipf,533,5
zipf,534,0
zipf,535,0
zipf,536,3
zipf,537,0
zipf,538,0
zipf,539,16
zipf,540,46
zipf,541,3
zipf,542,17
zipf,543,46
zipf,544,0
zipf,545,2
zipf,546,1
zipf,547,0
zipf,548,10
zipf,549,2
zipf,550,2
zipf,551,0
zipf,552,0
zipf,553,26
zipf,554,0
zipf,555,0
zipf,556,0
zipf,557,2
zipf,558,4
zipf,559,2
zipf,560,0
zipf,561,0
zipf,562,17
zipf,563,5
zipf,564,5
zipf,565,6
zipf,566,11
zipf,567,0
zipf,568,1
zipf,569,3
zipf,570,1
zipf,571,17
zipf,572,2
zipf,573,11
zipf,574,18
zipf,575,2
zipf,576,26
zipf,577,4
zipf,578,18
zipf,579,1
zipf,580,2
zipf,581,3
zipf,582,0
zipf,583,1
zipf,584,28
zipf,585,5
zipf,586,0
zipf,587,1
zipf,588,0
zipf,589,0
zipf,590,30
zipf,591,2
zipf,592,1
zipf,593,4
zipf,594,0
zipf,595,0
zipf,596,7
zipf,597,5
zipf,598,43
zipf,599,5
zipf,600,2
zipf,601,10
zipf,602,25
zipf,603,8
zipf,604,38
zipf,605,12
zipf,606,20
zipf,607,0
zipf,608,9
zipf,609,2
zipf,610,3
zipf,611,6
zipf,612,40
zipf,613,44
zipf,614,0
zipf,615,9
zipf,616,10
zipf,617,1
zipf,618,0
zipf,619,0
zipf,620,11
zipf,621,2
zipf,622,45
zipf,623,2
zipf,624,42
zipf,625,1
zipf,626,13
zipf,627,0
zipf,628,3
zipf,629,13
zipf,630,29
zipf,631,15
zipf,632,0
zipf,633,1
zipf,634,0
zipf,635,0
zipf,636,6
zipf,637,8
zipf,638,11
zipf,639,20
zipf,640,9
zipf,641,13
zipf,642,0
zipf,643,0
zipf,644,5
zipf,645,19
zipf,646,0
zipf,647,3
zipf,648,6
zipf,649,0
zipf,650,1
zipf,651,24
zipf,652,6
zipf,653,0
zipf,654,18
zipf,655,1
zipf,656,18
zipf,657,0
zipf,658,4
zipf,659,1
zipf,660,0
zipf,661,23
zipf,662,0
zipf,663,0
zipf,664,1
zipf,665,8
zipf,666,14
zipf,667,49
zipf,668,0
zipf,669,1
zipf,670,0
zipf,671,4
zipf,672,49
zipf,673,7
zipf,674,4
zipf,675,1
zipf,676,27
zipf,677,2
zipf,678,0
zipf,679,1
zipf,680,0
zipf,681,0
zipf,682,0
zipf,683,2
zipf,684,5
zipf,685,1
zipf,686,1
zipf,687,37
zipf,688,10
zipf,689,3
zipf,690,0
zipf,691,24
zipf,692,0
zipf,693,1
zipf,694,26
zipf,695,3
zipf,696,9
zipf,697,4
zipf,698,6
zipf,699,0
zipf,700,0
zipf,701,1
zipf,702,0
zipf,703,21
zipf,704,0
zipf,705,3
zipf,706,13
zipf,707,12
zipf,708,2
zipf,709,2
zipf,710,48
zipf,711,6
zipf,712,14
zipf,713,25
zipf,714,12
zipf,715,0
zipf,716,3
zipf,717,0
zipf,718,6
zipf,719,36
zipf,720,2
zipf,721,1
zipf,722,0
zipf,723,37
zipf,724,0
zipf,725,0
zipf,726,0
zipf,727,0
zipf,728,2
zipf,729,3
zipf,730,1
zipf,731,0
zipf,732,0
zipf,733,1
zipf,734,0
zipf,735,7
zipf,736,0
zipf,737,0
zipf,738,1
zipf,739,1
zipf,740,0
zipf,741,0
zipf,742,19
zipf,743,0
zipf,744,2
zipf,745,2
zipf,746,1
