algorithm,action_id
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
RR,2
